,wrapperType,kind,artistId,collectionId,trackId,artistName,collectionName,trackName,collectionCensoredName,trackCensoredName,artistViewUrl,collectionViewUrl,trackViewUrl,previewUrl,artworkUrl30,artworkUrl60,artworkUrl100,collectionPrice,trackPrice,releaseDate,collectionExplicitness,trackExplicitness,discCount,discNumber,trackCount,trackNumber,trackTimeMillis,country,currency,primaryGenreName,isStreamable,description,contentAdvisoryRating,copyright,collectionArtistName,collectionArtistId,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,shortDescription,longDescription
42,track,song,136975.0,1441133180.0,1441134393.0,The Beatles,The Beatles (The White Album),Honey Pie,The Beatles (The White Album),Honey Pie,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/honey-pie/1441133180?i=1441134393&uo=4,https://music.apple.com/us/album/honey-pie/1441133180?i=1441134393&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/99/7c/96/997c9688-84b2-dc78-5a68-94157a425eec/mzaf_1996502635938580783.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,2.0,13.0,9.0,161160.0,USA,USD,Rock,True,,,,,,,,,,,
43,track,song,136975.0,1441133180.0,1441134482.0,The Beatles,The Beatles (The White Album),Revolution 9,The Beatles (The White Album),Revolution 9,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/revolution-9/1441133180?i=1441134482&uo=4,https://music.apple.com/us/album/revolution-9/1441133180?i=1441134482&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/10/27/27/1027275b-708d-942a-2f38-800ecaa0d79e/mzaf_7748806922353413165.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,2.0,13.0,12.0,502013.0,USA,USD,Rock,True,,,,,,,,,,,
44,track,song,136975.0,1441133180.0,1441133850.0,The Beatles,The Beatles (The White Album),Piggies,The Beatles (The White Album),Piggies,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/piggies/1441133180?i=1441133850&uo=4,https://music.apple.com/us/album/piggies/1441133180?i=1441133850&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/85/9f/30/859f3050-79af-f978-5c0a-a8a81dca65b9/mzaf_2631782999027815002.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,1.0,17.0,12.0,124267.0,USA,USD,Rock,True,,,,,,,,,,,
45,track,song,136975.0,1441133100.0,1441133274.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Fool On the Hill,The Beatles 1967-1970 (The Blue Album),The Fool On the Hill,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/the-fool-on-the-hill/1441133100?i=1441133274&uo=4,https://music.apple.com/us/album/the-fool-on-the-hill/1441133100?i=1441133274&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/1a/e2/88/1ae28800-9f58-5d08-33eb-46444221ee1e/mzaf_17731232317241679529.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,1.29,1967-11-27T12:00:00Z,notExplicit,notExplicit,2.0,1.0,14.0,10.0,180253.0,USA,USD,Rock,True,,,,,,,,,,,
46,track,song,136975.0,1441133180.0,1441133624.0,The Beatles,The Beatles (The White Album),Wild Honey Pie,The Beatles (The White Album),Wild Honey Pie,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/wild-honey-pie/1441133180?i=1441133624&uo=4,https://music.apple.com/us/album/wild-honey-pie/1441133180?i=1441133624&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9d/7a/e9/9d7ae9f8-5ad1-2511-53c7-85eeb1378273/mzaf_17368987444761316535.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,1.0,17.0,5.0,52973.0,USA,USD,Rock,True,,,,,,,,,,,
47,track,song,136975.0,1474815798.0,1474815799.0,The Beatles,Abbey Road (2019 Mix),Come Together,Abbey Road (2019 Mix),Come Together (2019 Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/come-together-2019-mix/1474815798?i=1474815799&uo=4,https://music.apple.com/us/album/come-together-2019-mix/1474815798?i=1474815799&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/e1/9a/1e/e19a1ef0-94b3-7aae-e7e8-f24f5bc33f72/mzaf_3071541922542051963.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/f6/db/94/f6db94bd-35f8-2806-6459-dee4fbd85c68/19UMGIM68354.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/f6/db/94/f6db94bd-35f8-2806-6459-dee4fbd85c68/19UMGIM68354.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music114/v4/f6/db/94/f6db94bd-35f8-2806-6459-dee4fbd85c68/19UMGIM68354.rgb.jpg/100x100bb.jpg,12.99,1.29,2019-09-20T07:00:00Z,notExplicit,notExplicit,1.0,1.0,17.0,1.0,260200.0,USA,USD,Rock,True,,,,,,,,,,,
48,track,song,136975.0,1582219768.0,1582223667.0,The Beatles,Let It Be (2021 Mix),Let It Be,Let It Be (2021 Mix),Let It Be (2021 Mix),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be-2021-mix/1582219768?i=1582223667&uo=4,https://music.apple.com/us/album/let-it-be-2021-mix/1582219768?i=1582223667&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/ac/c7/d1/acc7d13f-6634-495f-caf6-491eccb505e8/mzaf_4002676889906514534.plus.aac.p.m4a,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/c8/6d/05/c86d05fa-8056-9b42-3483-0e9e474da327/21UMGIM61111.rgb.jpg/30x30bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/c8/6d/05/c86d05fa-8056-9b42-3483-0e9e474da327/21UMGIM61111.rgb.jpg/60x60bb.jpg,https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/c8/6d/05/c86d05fa-8056-9b42-3483-0e9e474da327/21UMGIM61111.rgb.jpg/100x100bb.jpg,12.99,1.29,2021-08-28T07:00:00Z,notExplicit,notExplicit,1.0,1.0,12.0,6.0,243173.0,USA,USD,Rock,True,,,,,,,,,,,
49,track,song,136975.0,1441133100.0,1441133282.0,The Beatles,The Beatles 1967-1970 (The Blue Album),"Ob-La-Di, Ob-La-Da",The Beatles 1967-1970 (The Blue Album),"Ob-La-Di, Ob-La-Da",https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/ob-la-di-ob-la-da/1441133100?i=1441133282&uo=4,https://music.apple.com/us/album/ob-la-di-ob-la-da/1441133100?i=1441133282&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/2d/40/c7/2d40c70a-50a6-b72a-bc19-8a39edfb188b/mzaf_9977771247321306386.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,2.0,2.0,14.0,3.0,191387.0,USA,USD,Rock,True,,,,,,,,,,,
50,track,song,136975.0,1441133100.0,1441133290.0,The Beatles,The Beatles 1967-1970 (The Blue Album),Come Together,The Beatles 1967-1970 (The Blue Album),Come Together,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/come-together/1441133100?i=1441133290&uo=4,https://music.apple.com/us/album/come-together/1441133100?i=1441133290&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/cf/bf/a5/cfbfa5cd-9b91-d422-2eb5-6511858667ce/mzaf_2661120108743323607.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,1.29,1969-09-26T12:00:00Z,notExplicit,notExplicit,2.0,2.0,14.0,9.0,259667.0,USA,USD,Rock,True,,,,,,,,,,,
51,track,song,136975.0,1441133180.0,1441133702.0,The Beatles,The Beatles (The White Album),I'm So Tired,The Beatles (The White Album),I'm So Tired,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/im-so-tired/1441133180?i=1441133702&uo=4,https://music.apple.com/us/album/im-so-tired/1441133180?i=1441133702&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/51/01/5f/51015f55-d5bb-c94e-0a05-acf3fedf9318/mzaf_6063975442138047837.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,1.0,17.0,10.0,123493.0,USA,USD,Rock,True,,,,,,,,,,,
52,track,song,136975.0,1441133100.0,1441133507.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Long and Winding Road,The Beatles 1967-1970 (The Blue Album),The Long and Winding Road,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/the-long-and-winding-road/1441133100?i=1441133507&uo=4,https://music.apple.com/us/album/the-long-and-winding-road/1441133100?i=1441133507&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/b0/0f/34/b00f3464-d148-5a79-ec77-ba5a3b6f778a/mzaf_17210354595773867525.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,1.29,1970-05-08T12:00:00Z,notExplicit,notExplicit,2.0,2.0,14.0,14.0,218262.0,USA,USD,Rock,True,,,,,,,,,,,
53,track,song,136975.0,1441133180.0,1441133902.0,The Beatles,The Beatles (The White Album),Why Don't We Do It In the Road?,The Beatles (The White Album),Why Don't We Do It In the Road?,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/why-dont-we-do-it-in-the-road/1441133180?i=1441133902&uo=4,https://music.apple.com/us/album/why-dont-we-do-it-in-the-road/1441133180?i=1441133902&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/3e/52/fd/3e52fdbd-f190-826f-f826-3c8765843a15/mzaf_8598324598359201603.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,1.0,17.0,15.0,101160.0,USA,USD,Pop,True,,,,,,,,,,,
54,track,song,136975.0,1441133100.0,1441133281.0,The Beatles,The Beatles 1967-1970 (The Blue Album),While My Guitar Gently Weeps,The Beatles 1967-1970 (The Blue Album),While My Guitar Gently Weeps,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/while-my-guitar-gently-weeps/1441133100?i=1441133281&uo=4,https://music.apple.com/us/album/while-my-guitar-gently-weeps/1441133100?i=1441133281&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/6c/fe/b3/6cfeb357-986a-56df-be50-0ba3f22b46b0/mzaf_3116989683436441369.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,2.0,2.0,14.0,2.0,286840.0,USA,USD,Rock,True,,,,,,,,,,,
55,track,music-video,136975.0,1441133180.0,1441134703.0,The Beatles,The Beatles (The White Album),The Beatles,The Beatles (The White Album),The Beatles (Documentary),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,https://music.apple.com/us/music-video/the-beatles-documentary/1441134703?uo=4,https://video-ssl.itunes.apple.com/itunes-assets/Video128/v4/32/a2/13/32a21383-7e17-e8ae-e0e0-bf6b78144fc0/mzvf_7037047804382233330.640x478.h264lc.U.p.m4v,https://is5-ssl.mzstatic.com/image/thumb/Video118/v4/79/f1/42/79f14228-c3b7-9fec-372c-64bef19d5d86/00602567725466_00031.crop.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Video118/v4/79/f1/42/79f14228-c3b7-9fec-372c-64bef19d5d86/00602567725466_00031.crop.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Video118/v4/79/f1/42/79f14228-c3b7-9fec-372c-64bef19d5d86/00602567725466_00031.crop.jpg/100x100bb.jpg,19.99,1.99,2019-05-22T07:00:00Z,notExplicit,notExplicit,3.0,3.0,32.0,1.0,331490.0,USA,USD,Pop,,,,,,,,,,,,
56,track,song,136975.0,1441133100.0,1441133102.0,The Beatles,The Beatles 1967-1970 (The Blue Album),Penny Lane,The Beatles 1967-1970 (The Blue Album),Penny Lane,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/penny-lane/1441133100?i=1441133102&uo=4,https://music.apple.com/us/album/penny-lane/1441133100?i=1441133102&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/20/41/e4/2041e4db-feee-1bec-20a3-58602519f6c3/mzaf_7549326570517214448.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,1.29,1967-02-13T12:00:00Z,notExplicit,notExplicit,2.0,1.0,14.0,2.0,181600.0,USA,USD,Rock,True,,,,,,,,,,,
57,track,song,136975.0,1441133180.0,1441134198.0,The Beatles,The Beatles (The White Album),Sexy Sadie,The Beatles (The White Album),Sexy Sadie,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/sexy-sadie/1441133180?i=1441134198&uo=4,https://music.apple.com/us/album/sexy-sadie/1441133180?i=1441134198&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9d/88/1f/9d881f6d-c7e6-4728-644b-2c74110b98d2/mzaf_5291899988247267522.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,2.0,13.0,5.0,195267.0,USA,USD,Rock,True,,,,,,,,,,,
58,track,song,136975.0,1441133180.0,1441134477.0,The Beatles,The Beatles (The White Album),Cry Baby Cry,The Beatles (The White Album),Cry Baby Cry,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/cry-baby-cry/1441133180?i=1441134477&uo=4,https://music.apple.com/us/album/cry-baby-cry/1441133180?i=1441134477&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b5/8f/77/b58f772b-cfe2-6c51-b789-327a6d518f6f/mzaf_6834851729795768369.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,2.0,13.0,11.0,182080.0,USA,USD,Rock,True,,,,,,,,,,,
59,track,song,136975.0,1441132965.0,1441133496.0,The Beatles,The Beatles 1962-1966 (The Red Album),Yesterday,The Beatles 1962-1966 (The Red Album),Yesterday,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/yesterday/1441132965?i=1441133496&uo=4,https://music.apple.com/us/album/yesterday/1441132965?i=1441133496&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/1c/67/9a/1c679a61-a1cd-e7ae-9b58-630e595e7b2a/mzaf_12558727020823763101.plus.aac.p.m4a,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,1.29,1965-08-06T12:00:00Z,notExplicit,notExplicit,2.0,1.0,13.0,13.0,123524.0,USA,USD,Rock,True,,,,,,,,,,,
60,track,song,136975.0,1441133100.0,1441133280.0,The Beatles,The Beatles 1967-1970 (The Blue Album),Back In the U.S.S.R.,The Beatles 1967-1970 (The Blue Album),Back In the U.S.S.R.,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/back-in-the-u-s-s-r/1441133100?i=1441133280&uo=4,https://music.apple.com/us/album/back-in-the-u-s-s-r/1441133100?i=1441133280&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/08/b2/e5/08b2e5d4-2245-8f8b-361c-a31277c381ad/mzaf_10758872909555746957.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,2.0,2.0,14.0,1.0,165760.0,USA,USD,Pop,True,,,,,,,,,,,
61,track,song,136975.0,1441133100.0,1441133276.0,The Beatles,The Beatles 1967-1970 (The Blue Album),Lady Madonna,The Beatles 1967-1970 (The Blue Album),Lady Madonna,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/lady-madonna/1441133100?i=1441133276&uo=4,https://music.apple.com/us/album/lady-madonna/1441133100?i=1441133276&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/b3/b3/9c/b3b39c46-095d-f7ba-2e39-e4bc332015c2/mzaf_8271760251317158126.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-03-15T12:00:00Z,notExplicit,notExplicit,2.0,1.0,14.0,12.0,138987.0,USA,USD,Rock,True,,,,,,,,,,,
62,track,song,136975.0,1441133180.0,1441134487.0,The Beatles,The Beatles (The White Album),Good Night,The Beatles (The White Album),Good Night,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/good-night/1441133180?i=1441134487&uo=4,https://music.apple.com/us/album/good-night/1441133180?i=1441134487&uo=4,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/de/5d/4c/de5d4cdb-eaba-49c2-6a65-b15cc08c28c2/mzaf_16739924912968352863.plus.aac.p.m4a,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,1.29,1968-11-22T12:00:00Z,notExplicit,notExplicit,3.0,2.0,13.0,13.0,191761.0,USA,USD,Rock,True,,,,,,,,,,,
